global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	aroma_motion_01	aroma_motion_06	aroma_motion_07	aroma_motion_08
528.3615155435622	n/a	279165.8911074899	n/a	640.5873599658162	n/a	410352.1657479741	n/a	571.5939093771034	n/a	326719.5972370003	n/a	583.067847709671	420.6153929314184	n/a	n/a	n/a	n/a	-0.0453791201	-0.2561746673	0.2769884684	-0.5234817005	-0.3373960055	0.0357057059	0.1372963315	-0.0560228859	0.2267891395	-0.2908851197	0.3184925705	-0.1911901707	0.0699566844	0.174986816	-0.00997539	n/a	n/a	9.95084056521e-05	0.0370278	n/a	n/a	0.00137105797284	-2.206e-05	n/a	4.866436e-10	n/a	-0.000895745	n/a	n/a	8.02359105025e-07	-0.000179338	n/a	n/a	3.2162118244e-08	-0.000277972	n/a	7.726843278399999e-08	n/a	0.323242624	1.449088155	-0.1914356152	-0.1910566046
524.9537427020309	-3.407772841531255	275576.4319768701	11.612915739478003	634.1104177853465	-6.476942180469678	402096.0219439067	41.9507800091473	570.7319679350513	-0.861941442052057	325734.9792230165	0.7429430495267796	580.6154167839361	402.7287413372021	1.213639	16.307362	0.04229667	0.0227572	-0.2169316445	-0.3127402278	-0.0392482689	0.1629359592	-0.3296435862	0.0500751472	0.0863660533	-0.014658439	-0.284188071	-0.3134654129	0.2233309497	-0.0544096499	0.0651753452	-0.2832309207	-0.0234397	-0.01346431	0.0001812876437761	0.00054941953609	0.0370323	4.4999999999975615e-06	2.0249999999978052e-11	0.0013713912432899	0.0104316	0.01045366	0.0001088182785599	0.0001092790073956	-0.000825469	7.027599999999998e-05	4.9387161759999965e-09	6.81399069961e-07	-0.000292014	-0.000112676	1.2695880976e-08	8.5272176196e-08	-0.000462504	-0.000184532	2.1390995001600002e-07	3.4052059024e-08	-0.2608303269	0.3197616031	0.4057759129	-0.5454815269
524.1198947211709	-0.8338479808600141	274701.6640425313	0.6953024551843224	628.7576870179921	-5.352730767354387	395336.22898421536	28.651726667782288	570.2796812161328	-0.4522867189185717	325218.914807974	0.2045632761101271	579.5787096391255	388.9993756694327	1.067275	14.340709	0.13734742	0.0914702	-0.312381334	-0.2269697083	-0.3297599939	0.2993633799	-0.4511280954	0.2304927658	-0.1200182177	0.0083651251	-0.0067491813	-0.450646634	0.0134064003	0.2944993681	-0.0339456673	0.1294721483	-0.02957	-0.0061302999999999	3.758057808999998e-05	0.0008743849	0.00181298	-0.03521932	0.0012404005012623	3.2868964804e-06	0.0169973	0.0065657	0.00028890820729	4.310841649000001e-05	0.000725949	0.001551418	2.4068978107240007e-06	5.27001950601e-07	-0.000529238	-0.000237224	5.627522617600001e-08	2.80092860644e-07	-0.000462504	0.0	2.1390995001600002e-07	0.0	-1.193723766	-1.30678759	-1.275339892	-0.1751756926
526.8934786393777	2.773583918206782	277616.7378327043	7.692767751335285	632.3813549845665	3.6236679665744314	399906.1781321164	13.130969531977668	571.3310120697629	1.0513308536301338	326419.12535265955	1.105296563794666	580.4170003143432	403.3115730746649	1.170471	15.727327	0.26097319928	0.134755	-0.1802309646	0.0252679435	-0.5243200236	0.1388621918	-0.335236794	-0.2969709127	0.0910568043	-0.0336015469	0.0816046803	-0.3643219965	-0.2256558599	-0.1156063698	0.1624995843	-0.1338467144	-1.29872e-06	0.0295687012799999	0.0008743080953858	1.6866736384000002e-12	0.0469579	0.04514492	0.0020380638018064	0.0022050443724099	0.0064056	-0.0105916999999999	4.103171136e-05	0.0001121841088899	-0.0011947	-0.001920649	3.688892581201e-06	1.4273080899999998e-06	0.00060778	0.001137018	1.2928099323240002e-06	3.693965284000001e-07	-6.81344e-06	0.0004556905599999	4.64229646336e-11	2.076538864731136e-07	-1.558816889	-0.09627705133	-1.410550283	-0.2877527956
531.2619950733834	4.368516434005755	282239.3074093517	19.08393583417836	640.4503794877231	8.069024503156584	410176.6885859686	65.10915643254135	573.6361111630686	2.305099093305671	329058.38803028833	5.313481829958627	582.4462100029456	425.908174926268	1.411566	18.96686	0.09230438342	0.0545108	0.0804516255	0.283032537	-0.1730378016	0.0383472955	0.0022368816	0.0009192052	0.0805468193	0.4111905048	-0.3698241215	0.0107038038	-0.1758122038	0.2776363199	0.2412374264	-0.3298867157	1.88567e-05	2.015542e-05	4.0624095537639985e-10	3.5557513488999994e-10	0.0471678	0.0002099	4.405801000000248e-08	0.00222480135684	-0.0185032	-0.0249088	0.00034236841024	0.00062044831744	-0.00058572	0.00060898	3.7085664040000005e-07	3.430679184e-07	0.00032914	-0.00027864	7.764024960000001e-08	1.083331396e-07	-0.000462504	-0.0004556905599999	2.1390995001600002e-07	2.076538864731136e-07	-1.059658304	-0.8631206488	0.5511500868	-0.4902092396
533.6425041400988	2.3805090667153763	284774.3222249154	5.666823416714112	644.0738531557471	3.623473668023962	414831.1283188909	13.129561422863029	574.3261035554547	0.6899923923861024	329850.4732251908	0.4760895015506972	583.7421779731244	452.42334392600645	1.311421	17.621243	0.0163070148	0.0135774	0.3170642337	0.3910216652	-0.0451444516	-0.0985187706	0.016948383	-0.2618114347	-0.2105097573	0.5382841462	0.3095401353	0.026561181	-0.4194965885	0.1251590905	0.1592753468	0.1388783292	1.20369e-05	-6.819799999999999e-06	4.650967203999998e-11	1.4488696161e-10	0.0471671	-6.999999999993123e-07	4.899999999990372e-13	0.00222473532241	-0.018506	-2.8000000000007186e-06	0.000342472036	7.840000000004023e-12	-0.00058572	0.0	0.0	3.430679184e-07	7.01211e-05	-0.0002590189	6.709079055721e-08	4.91696866521e-09	-0.000395589	6.691499999999996e-05	1.56490656921e-07	4.4776172249999955e-09	0.8166030581	-0.3862676065	0.4244565173	2.016391444
532.7696536728679	-0.8728504672309327	283843.5038747076	0.7618679381452576	641.47141837053	-2.602434785217042	411485.5805862996	6.772666811307673	574.4912056482219	0.1651020927672561	330040.14536714763	0.0272587010361276	584.8460324111179	454.4545307465535	1.184186	15.911611	0.0583752720999999	0.0290232	0.3104035913	0.1715936871	0.1444178267	0.3341455443	-0.0228191464	0.0673341354	0.3725988483	0.0243438906	0.4387259353	0.0375358917	0.0149938691	0.0238233703	0.4089425583	0.470641061	4.4959e-05	3.29221e-05	1.08386466841e-09	2.021311681e-09	0.0471649	-2.2000000000008124e-06	4.840000000003575e-12	0.00222452779201	-0.0389246	-0.0204185999999999	0.0015151244851599	0.0004169192259599	-0.000767655	-0.000181935	3.310034422500001e-08	5.89294199025e-07	-0.000145538	-0.0002156590999999	4.6508847412809994e-08	2.1181309444e-08	-3.47521e-05	0.0003608369	1.20770845441e-09	1.3020326840161e-07	1.824819283	0.3362458957	-0.3346937816	-0.04639332065
530.1081171455571	-2.6615365273107727	281014.61586360773	7.083776686209488	638.1135508210212	-3.3578675495087964	407188.9037414121	11.275274480044208	572.4792338229042	-2.011971825317687	327732.47315845947	4.048030625872185	582.7099249040817	439.70528943072026	1.177636	15.823597	0.0446271733	0.0409591	0.166160885	-0.0359706829	0.2651360856	0.3407597071	-0.0872870168	0.0788587843	0.2003816393	0.0861465097	-0.2489250918	-0.0142998935	0.1810956329	-0.0352077323	0.1854176201	-0.2127314159	4.49603e-05	1.2999999999960743e-09	1.689999999989793e-18	2.0214285760899995e-09	0.0470871	-7.780000000000287e-05	6.052840000000446e-09	0.00221719498641	-0.000713828	0.038210772	5.09550413584e-07	0.0014600630968359	-0.000894427	-0.000126772	1.607113998400001e-08	7.999996583290001e-07	-0.000145538	0.0	0.0	2.1181309444e-08	-3.47521e-05	0.0	1.20770845441e-09	0.0	1.173554195	1.164605442	1.116911064	-1.80128922
528.6992709857942	-1.408846159762902	279522.91914091026	1.9848475018786769	636.5632426866889	-1.5503081343323402	405212.7619397924	2.403455311377021	572.7138389875875	0.2346051646832165	328001.14136790024	0.0550395832960391	582.8182513883279	423.06016722571496	1.247556	16.763094	0.0401519533	0.0228727	-0.0260110108	-0.0313604311	-0.0803386506	-0.1529542435	-0.1432882289	-0.1190936601	-0.1976478221	-0.0909044026	-0.1220284979	-0.1677173914	-0.0953818577	-0.0427779605	-0.1812931961	0.1139941971	-0.00994872	-0.0099936803	9.987364593860809e-05	9.89770296384e-05	0.0470977	1.05999999999995e-05	1.1235999999998938e-10	0.00221819334529	-0.000745006	-3.117799999999998e-05	5.55033940036e-07	9.720676839999987e-10	-0.00109905	-0.000204623	4.1870572129000015e-08	1.2079109025000002e-06	-0.000395538	-0.00025	6.25e-08	1.5645030944400004e-07	-0.000182459	-0.0001477068999999	3.3291286681e-08	2.1817328307609995e-08	0.2683073578	0.7457894409	0.3539875921	0.3306457866
530.1667884709187	1.4675174851245174	281076.8235975679	2.153607569146188	638.8891906345635	2.3259479478746243	408179.39790968766	5.410033856222176	572.6681064830182	-0.0457325045692869	327948.7601828454	0.0020914619741798	581.2007495711935	419.49338271635537	1.108502	14.89467	0.043647659	0.0258304	-0.0059347616	0.1042904039	-0.1727750932	-0.1053290459	-0.0447469553	0.297641852	-0.1194638825	0.1478861766	-0.0592539014	-0.0871641156	-0.020838182	0.3679918927	-0.0959618147	-0.0176781549	-0.00995504	-6.320000000000631e-06	3.994240000000797e-11	9.91028214016e-05	0.0470987	1.000000000001e-06	1.0000000000020005e-12	0.00221828754169	-0.021589	-0.020843994	0.000466084921	0.000434472085872	-0.00115727	-5.8219999999999886e-05	3.389568399999986e-09	1.3392738529e-06	-0.000145538	0.00025	6.25e-08	2.1181309444e-08	-3.47521e-05	0.0001477068999999	1.20770845441e-09	2.1817328307609995e-08	-0.3912081064	-1.713385165	0.4047800141	-0.159472326
