3.232426239999999784e-01	-5.699459834000000225e-01	1.009240078000000068e-01	-7.497590215999999641e-01	-1.718821745999999928e+00	1.449088155000000100e+00	-1.914356151999999922e-01	-1.910566046000000129e-01
-2.608303269000000202e-01	-9.061278690999999830e-01	-4.831957399999999847e-01	-1.674339521999999914e+00	-1.695302840000000089e+00	3.197616031000000136e-01	4.057759128999999798e-01	-5.454815268999999578e-01
-1.193723765999999964e+00	-9.036237798999999793e-01	-7.810999336999999709e-01	-1.689663412000000031e+00	-1.561694651000000045e+00	-1.306787590000000110e+00	-1.275339892000000086e+00	-1.751756925999999881e-01
-1.558816889000000039e+00	-3.466668008000000079e-01	1.256112325000000030e-01	-8.000644175000000136e-01	-1.047568411999999949e+00	-9.627705133000000193e-02	-1.410550283000000071e+00	-2.877527955999999998e-01
-1.059658304000000051e+00	5.586928905000000389e-01	1.245620106999999921e+00	5.736203202999999862e-01	-8.887153863000000209e-01	-8.631206487999999455e-01	5.511500867999999942e-01	-4.902092396000000130e-01
8.166030581000000010e-01	1.117934175000000030e+00	1.893718537000000035e+00	9.381898106999999598e-01	-7.903047261000000212e-01	-3.862676065000000269e-01	4.244565173000000025e-01	2.016391443999999922e+00
1.824819283000000070e+00	9.372610546999999848e-01	1.678328927999999998e+00	2.274759450999999932e-01	-1.212680455999999990e-01	3.362458957000000193e-01	-3.346937816000000177e-01	-4.639332065000000005e-02
1.173554194999999911e+00	5.828099078999999794e-01	6.395897508000000231e-01	-2.099869168000000064e-02	-3.784225689999999864e-01	1.164605442000000046e+00	1.116911063999999953e+00	-1.801289219999999913e+00
2.683073577999999793e-01	4.007797377000000272e-01	-6.658950350000000240e-01	-8.838577411000000383e-01	-4.395895599999999903e-01	7.457894408999999891e-01	3.539875921000000258e-01	3.306457865999999912e-01
-3.912081063999999775e-01	9.072409446000000433e-01	-5.411017246999999530e-01	-2.402335455000000064e-01	-6.032227039000000179e-02	-1.713385165000000043e+00	4.047800140999999741e-01	-1.594723259999999976e-01
2.806132595000000035e-02	1.287352175000000098e+00	4.582431842000000283e-02	9.872250521000000001e-01	2.713220838000000024e-01	1.185510735000000038e+00	7.634372181999999896e-01	7.071566505999999919e-01
1.044965211999999921e+00	1.344554956000000079e+00	4.360874545999999796e-01	1.127239345000000004e+00	5.290300076999999712e-01	6.295855519999999927e-01	-2.034533188000000159e+00	-2.507923926999999775e-01
1.110841041000000029e+00	8.688406604999999727e-01	1.097182131000000033e-01	1.365380395000000080e+00	5.645361211999999629e-01	-1.463417901999999882e-01	2.007645561999999995e-01	-1.403593499999999938e+00
9.549393698000000485e-01	-6.919704499000000437e-04	-6.611708576999999476e-01	9.846986000999999877e-01	2.075745226000000054e-01	1.149857445999999950e+00	1.410626079000000033e+00	1.435034951000000003e+00
2.928416642000000181e-01	-1.267772595000000058e+00	-1.295949800000000041e+00	1.005065105999999986e+00	-4.097633777000000282e-02	-1.416633183000000074e+00	8.961199687999999997e-01	6.070113752000000362e-01
-2.566462619000000056e-01	-1.357297012999999941e+00	-1.288169300999999933e+00	1.019684260000000009e+00	4.992473493999999845e-01	3.251504702999999941e-01	-1.343589311999999980e+00	8.828170341999999615e-02
-5.229683826000000035e-01	-1.730178594000000070e+00	-1.240301206999999906e+00	1.355097494999999985e-01	6.723016263000000103e-01	9.536613959999999945e-01	4.111199615000000196e-01	-1.539087176000000001e+00
-1.288494170999999966e+00	-1.619752875000000092e+00	-1.289273837000000089e+00	-1.422337552999999977e+00	5.498059230999999825e-01	1.252757056999999952e+00	8.053759619000000480e-01	1.302815333000000075e+00
-1.298676723000000033e+00	-8.917599505000000093e-01	-7.443300390999999516e-01	-1.407581820000000095e+00	9.802122612000000457e-01	-8.894896507999999757e-01	-1.934394697000000107e+00	4.742341103000000113e-01
-1.220302438999999906e+00	1.503636241999999901e-01	2.321582882999999875e-01	-5.464192256000000025e-01	1.117890843999999939e+00	-1.312783376999999918e+00	6.208463360999999514e-01	-5.423357578999999928e-01
-1.058615385999999992e-01	8.063790320999999484e-01	9.591444149000000197e-01	4.490243915000000086e-01	1.275326882000000106e+00	-7.919006077000000365e-01	-5.252667117000000552e-01	1.500454375999999979e+00
1.319011777999999913e+00	6.316082727999999813e-01	1.523762223999999943e+00	6.221419738000000255e-01	2.075738922999999847e+00	-5.890265206000000475e-01	6.844522123999999819e-01	-1.029386177999999985e+00
